Code,type,Profession
1221,AR,الاختصاصيون في التمريض (مستوي اطار)
1222,AR,االختصاصيون في القبالة (مستوي اطار)
1222,AR,الاختصاصيون في القبالة (مستوي اطار)
1222,FR,cadres sages-femmes
1229,AR,اختصاصيون في التمريض والقبالة(مستوي اطار )اخرون لم يصنفوا اعاله
1229,FR,autres cadres infirmiers et sages-femmes n.c.a.
1229,AR,اختصاصيون في التمريض والقبالة (مستوي اطار) اخرون لم يصنفوا اعلاه
1229,FR,autres cadres infirmiers et sages-femmes n.c.a
1230,FR,spécialistes des médecines traditionnelles et des médecines complémentaires (niveau cadre)
1230,AR,االختصاصيون في الطب التقليدي والتكميلي(مستوي اطار)
1230,AR,الاختصاصيون في الطب التقليدي والتكميلي (مستوي اطار)
1241,FR,spécialistes en imagerie médicale
1241,AR,اختصاصيو التصوير باالشعة
1241,AR,اختصاصيو التصوير بالاشعة
1242,AR,اختصاصيو التخدير واالنتعا ش
1242,FR,spécialistes en anesthésie et réanimation
1242,AR,اختصاصيو التخدير والانتعاش
1243,FR,spécialistes en analyses médicales
1243,AR,اختصاصيو التحاليل الطبية
1244,AR,اختصاصيو التحاليل الدوايية
1244,FR,spécialistes en analyses pharmacologiques
1249,FR,autres spécialistes paramédicaux n.c.a.
1249,FR,autres spécialistes paramédicaux n.c.a
1249,AR,اختصاصيون في العلوم الطبية المساندة اخرون لم يصنفوا اعاله
1249,AR,اختصاصيون في العلوم الطبية المساندة اخرون لم يصنفوا اعلاه
1251,FR,vétérinaires généralistes
1251,AR,االطباء البيطريون العامون
1251,AR,الاطباء البيطريون العامون
1252,FR,vétérinaires chirurgiens
1252,AR,اطباء بيطريون جراحون
1259,AR,اطباء بيطريون اخرون لم يصنفوا اعاله
1259,FR,autres médecins vétérinaires n.c.a
1259,FR,autres médecins vétérinaires n.c.a.
1259,AR,اطباء بيطريون اخرون لم يصنفوا اعلاه
1261,FR,pharmaciens
1261,AR,صيادلة
1262,FR,spécialistes de la santé professionnelle et de l'environnement
1262,AR,اختصاصيو الصحة المهنية والبيية
1263,AR,اختصاصيو المعالجة الفيزيايية
1263,FR,physiothérapeutes
1264,AR,اختصاصيو الحمية الغذايية والتغذية
1264,FR,spécialistes en diététique et en nutrition
1265,FR,spécialistes de l'audiologie et de l'orthophonie
1265,AR,اختصاصيو السمع والنطق
1266,FR,optométristes
1266,AR,اختصاصيو النظر
1269,FR,autres spécialistes des professions de la santé n.c.a
1269,AR,اختصاصيون اخرون في الصحة لم يصنفوا اعاله
1269,AR,اختصاصيون اخرون في الصحة لم يصنفوا اعلاه
1269,FR,autres spécialistes des professions de la santé n.c.a.
1311,FR,analystes de systèmes
1311,AR,محللو النظم
1312,AR,مصممو البرمجيات
1312,FR,concepteurs de logiciels
1313,AR,مصممو مواقع الشبكة العنكبوتية ووسايل االعالم
1313,FR,concepteurs de sites internet et de multimédia
1313,AR,مصممو مواقع الشبكة العنكبوتية ووسايل الاعلام
1314,AR,مبرمجو التطبيقات
1314,FR,programmeurs d'applications
1319,FR,autres concepteurs et analystes de logiciels et de multimédia n.c.a.
1319,AR,مصممو ومحللو البرمجيات ومصممو وسايل الاعلام اخرون لم يصنفوا اعلاه
1319,AR,مصممو ومحللو البرمجيات ومصممو وسايل االعالم اخرون لم يصنفوا اعاله
1319,FR,autres concepteurs et analystes de logiciels et de multimédia n.c.a
1321,FR,spécialistes des bases de données
1321,AR,اختصاصيو قواعد البيانات
1322,FR,administrateurs de systèmes
1322,AR,اختصاصيو الانظمة
1322,AR,اختصاصيو االنظمة
1323,AR,اختصاصيو الشبكات
1323,FR,spécialistes des réseaux
1329,AR,اختصاصيو قواعد البيانات والشبكات اخرون لم يصنفوا اعلاه
1329,FR,autres spécialistes des bases de données et des réseaux n.c.a
1329,AR,اختصاصيو قواعد البيانات والشبكات اخرون لم يصنفوا اعاله
1329,FR,autres spécialistes des bases de données et des réseaux n.c.a.
1390,AR,اختصاصيون اخرون في تكنولوجيا المعلومات والاتصال غير مصنفين اعلاه
1390,FR,autres spécialistes des technologies de l'information et des communications n.c.a.
1411,AR,اساتذة جامعيون في االداب والعلوم االنسانية وعلوم التربية
1411,FR,"professeurs universitaires en lettres, sciences humaines et sciences de l'éducation"
1411,AR,اساتذة جامعيون في الاداب والعلوم الانسانية وعلوم التربية
1412,FR,"professeurs universitaires en sciences juridiques, économiques et sociales"
1412,AR,اساتذة جامعيون في العلوم القانونية، الاقتصادية والاجتماعية
1412,AR,،اساتذة جامعيون في العلوم القانونية االقتصادية واالجتماعية
1413,FR,"professeurs universitaires en sciences pures (biologie, géologie, physique, chimie, mathématiques, informatique..)"
1413,AR,اساتذة جامعيون في العلوم البحتة (بيولوجيا، جيوليوجيا، فيزياء، كيمياء،رياضيات، اعلاميات،...)
1413,AR,اساتذة جامعيون في العلوم البحتة( ،بيولوجيا، جيوليوجيا، فيزياء، كيمياء،رياضيات ،اعالميات)...
1414,FR,professeurs universitaires en sciences techniques et sciences de l'ingénierie
1414,AR,اساتذة جامعيون في العلوم التقنية وعلوم الهندسة
1415,AR,اساتذة جامعيون دون توضيح اخر
1415,FR,professeurs universitaires sans autres indications
1419,FR,autres professeurs d'universités et d’écoles de formation des cadres et assimilés n.c.a
1419,AR,اساتذة الجامعات والكليات ومدارس تكوين االطر العليا ومن يشابهونهم لم يصنفوا اعاله
1419,AR,اساتذة الجامعات والكليات ومدارس تكوين الاطر العليا ومن يشابهونهم اخرون لم يصنفوا اعلاه
1419,FR,autres professeurs d'universités et d'écoles de formation des cadres et assimilés n.c.a.
1421,AR,اساتذة ومفتشو التعليم الثانوي التاهيلي في المواد الادبية (اللغات، التاريخ والجغرافيا، الفلسفة، التربية الاسلامية وما يشابهها)
1421,FR,"professeurs et inspecteurs de l'enseignement secondaire qualifiant des matières littéraires (langues, histoire-géographie, philosophie, éducation islamique et assimilés)"
1421,AR,اساتذة ومفتشو التعليم الثانوي التاهيلي في المواد االدبية(اللغات، التاريخ ،والجغرافيا الفلسفة، التربية االسالمية وم ن يشابهها)
1422,AR,اساتذة ومفتشو التعليم الثانوي التاهيلي في المواد العلمية (الرياضيات، العلوم الطبيعية، الفيزياء والكيمياء...)
1422,AR,اساتذة ومفتشو التعليم الثانوي التاهيلي في المواد العلمية(الرياضيات، العلوم الطبيعية، الفيزياء والكيمياء)...
1422,FR,"professeurs et inspecteurs de l'enseignement secondaire qualifiant des matières scientifiques (mathématiques, sciences naturelles, physique et chimie,..)"
1422,FR,"professeurs et inspecteurs de l'enseignement secondaire qualifiant des matières scientifiques (mathématiques, sciences naturelles, physique, chimie, etc.)"
1423,AR,اساتذة ومفتشو التعليم الثانوي التاهيلي في المواد الاقتصادية والمالية
1423,AR,اساتذة ومفتشو التعليم الثانوي التاهيلي في المواد االقتصادية والمالية
1423,FR,professeurs et inspecteurs de l'enseignement secondaire qualifiant des matières économiques et financières
1424,FR,professeurs et inspecteurs de l'enseignement secondaire qualifiant des matières techniques et professeurs de la formation professionnelle (niveau techniciens et technicien supérieur)
